term,estimate,std.error,robust.se,statistic,p.value,model
nhother,0.29068174564823446,0.0960382963642725,0.09650871403490881,3.0119740849835597,0.0025955475485454297,Age
smoking,0.5937037790929053,0.06492835111874437,0.05851347623085156,10.146445183851025,3.436537431386203e-24,Age
siteSource2,0.6063714335608676,0.26899081549587833,0.30907477585145854,1.961892334598958,0.0497750204544943,Age
siteSource3,-0.8346485023933135,0.12262192054219839,0.12183773486717879,-6.850492610546348,7.359611362206434e-12,Age
siteSource4,-1.1581957186851906,0.11268245462909866,0.1110853461097518,-10.426179142844806,1.883089347464616e-25,Age
siteSource5,0.3358123607477892,0.0747910630946613,0.07517912867976086,4.466829646007776,7.938729568333561e-6,Age
siteSource6,-12.011989968898213,273.8291987497368,0.1580772626500879,-75.9880944768595,0,Age
siteSource7,0.21237036217654925,0.09385577946455528,0.0892672479778438,2.379040095750008,0.017357787791749093,Age
hospitalization,0.16427292462490728,0.048366471951779434,0.04681128171054227,3.509259277297501,4.4935662097074475e-4,Age
bmi,0.05648578029515075,0.0023177252760548553,0.002143003418026394,26.358231545506126,4.1302087183493793e-153,Age
ldl,-0.004146679966655102,7.286390736870557e-4,8.330973668966314e-4,-4.9774253663793075,6.443561462687649e-7,Age
COHORThistorical:age_category40 to 64,-0.3362352179155856,0.17257029675841887,0.1909651700103933,-1.760714887941534,0.07828667161058879,Age
COHORTunexposed:age_category40 to 64,0.025355727218230435,0.16622884093237894,0.16327181211929975,0.15529764072014748,0.8765866754840111,Age
COHORThistorical:age_category65 plus,-0.3797079281329535,0.20946785668240422,0.20979000002308593,-1.8099429338441742,0.07030463720397737,Age
COHORTunexposed:age_category65 plus,0.016513413096151917,0.18659757703211904,0.17525994922567661,0.0942224003208407,0.9249324910470818,Age
COHORThistorical,-0.2454209597039498,0.2671444553217376,0.23494695595427326,-1.0445802913561266,0.2962169924219424,Race-Ethnicity
COHORTunexposed,-0.044476633068626634,0.19788251030443785,0.16782087717976638,-0.26502443448072405,0.7909906386518366,Race-Ethnicity
raceeth_categoryNH Black,0.5374245796942979,0.17286147501083374,0.16493237133335964,3.2584542097443125,0.0011202095285198616,Race-Ethnicity
raceeth_categoryNH White,0.05980432147650014,0.16869362033878246,0.16668770122590168,0.35878064810223154,0.7197591907172528,Race-Ethnicity
age,0.02175381204042364,0.001313134389907013,0.0011553884117335243,18.828137637095224,4.44106342200162e-79,Race-Ethnicity
smoking,0.5881125377175346,0.06529527221854182,0.06206419818138736,9.475874255214428,2.645361098682061e-21,Race-Ethnicity
siteSource2,0.7764752711323716,0.265042899360118,0.3574282211452565,2.1723949738619464,0.029825883802133475,Race-Ethnicity
siteSource3,-0.8246633779590498,0.12978491037085033,0.1329553807194303,-6.202557380504211,5.555291949084825e-10,Race-Ethnicity
siteSource4,-1.1495914592364722,0.11604402690409689,0.1178644926844883,-9.753501101589737,1.7821376605663662e-22,Race-Ethnicity
siteSource5,0.401408059673787,0.071820497315135165,0.07839728447347608,5.120178107822015,3.0524722659921864e-7,Race-Ethnicity
siteSource6,-12.294688567688421,317.49348943758923,0.14443707956177654,-85.121414840224,0,Race-Ethnicity
siteSource7,0.23449638744391987,0.09593108136540042,0.09485945993367434,2.472040085489413,0.013434445144002447,Race-Ethnicity
hospitalization,0.16359053769308862,0.04828235795588535,0.04976465268707501,3.287283822149064,0.001011588232461229,Race-Ethnicity
bmi,0.06423013604381163,0.002357700123950142,0.0022243532830927798,28.875869913301237,2.3992279887278386e-183,Race-Ethnicity
ldl,-0.004041508952138892,7.643982725410913e-4,8.673090704788087e-4,-4.659825533598682,3.164775140312618e-6,Race-Ethnicity
COHORThistorical:raceeth_categoryNH Black,-0.3021976435912881,0.28941981061118116,0.25417954288353706,-1.1889141044279576,0.23447346931992885,Race-Ethnicity
COHORTunexposed:raceeth_categoryNH Black,-0.2505769609826505,0.2176690274317008,0.18296972121994162,-1.3694996052458348,0.1708431581131683,Race-Ethnicity
COHORThistorical:raceeth_categoryNH White,-0.16059087359645893,0.2766630340723654,0.25217486262766875,-0.6368234800372161,0.5242398300528718,Race-Ethnicity
COHORTunexposed:raceeth_categoryNH White,-0.2767504976277358,0.2065484991593754,0.182235573255241,-1.518641463267527,0.12885276835829054,Race-Ethnicity
COHORThistorical,-0.34890932376257056,0.04502191723045691,0.07529226263977065,-4.6340661248539865,3.58552381426768e-6,Hospitalization
COHORTunexposed,-0.261675331398084,0.04169516394975451,0.062135710127496184,-4.211351747025225,2.5384712403298807e-5,Hospitalization
hospitalization,0.286813511794682,0.08167093776513593,0.0952012665647399,3.012706890823135,0.0025892887264567007,Hospitalization
age,0.024264759157278267,9.803483657384612e-4,0.001181885209494156,20.530554881606076,1.1485584277042035e-93,Hospitalization
nhblack,0.5087102263188572,0.03414046226275729,0.04841043579109036,10.508276118689313,7.912666477758651e-26,Hospitalization
hispanic,0.15988766576623556,0.05851909293486512,0.07941613022171182,2.013289558681158,0.04408417616631073,Hospitalization
nhother,0.4347984683533273,0.06922366886555972,0.09922218822735933,4.38206893156824,1.1755760027453396e-5,Hospitalization
smoking,0.5871097823455997,0.04928725246355887,0.06306962833405483,9.308914573523596,1.2914533749973284e-20,Hospitalization
siteSource2,0.5990577127012582,0.1840340190215375,0.33519453174453384,1.7871941692587807,0.07390611138923886,Hospitalization
siteSource3,-1.227914569338643,0.11933958212489382,0.12947885735645875,-9.48351409958895,2.4586078741006464e-21,Hospitalization
siteSource4,-1.4931961312218625,0.10584610355823089,0.1216117217120352,-12.278389864075821,1.183298211620621e-34,Hospitalization
siteSource5,0.3185900706102042,0.05309797826382779,0.07716045657339109,4.128929308591864,3.644564259076567e-5,Hospitalization
siteSource6,-12.18717144572516,202.40687119454554,0.14577683584464224,-83.60156382261796,0,Hospitalization
siteSource7,0.15385719884314178,0.07318764411797125,0.09658044816227399,1.5930470583925194,0.11114963460832415,Hospitalization
bmi,0.06236595919696152,0.0017585389532743763,0.0022008725885993958,28.336923963713108,1.2130622629503532e-176,Hospitalization
ldl,-0.003632537002418686,5.605426615511747e-4,8.506680234745519e-4,-4.27021693795612,1.952829250439633e-5,Hospitalization
COHORThistorical:hospitalization,-0.30092061034584355,0.3168783696687993,0.19730117335838923,-1.525184088992892,0.12721318801999199,Hospitalization
COHORTunexposed:hospitalization,-0.14104097725989626,0.10188393243381301,0.1078197543207626,-1.3081181472580699,0.19083323915553776,Hospitalization
