time,surv,COHORT,modifier,se,ci_lower,ci_upper,cuminc_surv,cuminc_ci_lower,cuminc_ci_upper
180,0.9849066364830857,exposed,40 to 64,0.0010358987446436286,0.9828763122519539,0.9869369607142174,15.093363516914259,17.123687748046066,13.063039285782562
365,0.9550067934737818,exposed,40 to 64,0.0028608674776513477,0.9493995962530432,0.9606139906945204,44.99320652621819,50.60040374695684,39.38600930547964
180,0.9879744516911275,exposed,65 plus,0.0012633473350825296,0.9854983364144011,0.9904505669678538,12.02554830887248,14.501663585598902,9.54943303214617
365,0.9639681330180268,exposed,65 plus,0.0035922058089739436,0.9569275390073823,0.9710087270286712,36.03186698197325,43.07246099261774,28.99127297132875
180,0.9937194172371133,historical,18 to 39,9.142785130926223e-4,0.991927464279613,0.9955113701946137,6.280582762886677,8.07253572038702,4.488629805386335
365,0.9809987782928759,historical,18 to 39,0.0026901403488370943,0.9757262000957971,0.9862713564899546,19.00122170712415,24.273799904202864,13.728643510045435
180,0.9902773241096182,historical,40 to 64,7.789976525275356e-4,0.988750516766623,0.9918041314526134,9.722675890381783,11.249483233377045,8.195868547386631
365,0.9707554680496732,historical,40 to 64,0.002178532685774021,0.9664856224464128,0.9750253136529335,29.244531950326834,33.51437755358722,24.974686347066456
180,0.992600359174406,historical,65 plus,9.010000050888178e-4,0.9908344316143615,0.9943662867344505,7.399640825593967,9.165568385638533,5.6337132655495115
365,0.9776555375905931,historical,65 plus,0.0025991574375697764,0.9725612826228069,0.9827497925583792,22.34446240940691,27.438717377193058,17.25020744162076
180,0.9948619933522235,unexposed,18 to 39,5.949062866276969e-4,0.9936959984562568,0.9960279882481903,5.138006647776527,6.304001543743221,3.972011751809723
365,0.984425360256169,unexposed,18 to 39,0.0017463473387881435,0.9810025823676468,0.9878481381446911,15.574639743830998,18.997417632353187,12.15186185530892
180,0.9886704511998425,unexposed,40 to 64,4.949773674889715e-4,0.9877003133864016,0.9896405890132833,11.329548800157463,12.299686613598372,10.359410986716666
365,0.9660139702648122,unexposed,40 to 64,0.0012190109687389436,0.9636247526693246,0.9684031878602998,33.98602973518783,36.37524733067543,31.596812139700226
180,0.9910303625358257,unexposed,65 plus,6.512655689228065e-4,0.989753905476366,0.9923068195952854,8.96963746417434,10.246094523634008,7.693180404714561
365,0.9729863050312318,unexposed,65 plus,0.0018109510801735836,0.9694369061363277,0.976535703926136,27.013694968768153,30.563093863672286,23.46429607386402
180,0.9846140130545974,exposed,Hospitalized,0.001315493801927664,0.9820356925809335,0.9871923335282613,15.385986945402607,17.964307419066515,12.807666471738699
365,0.9544194949715815,exposed,Hospitalized,0.0037204694953473704,0.9471275087551208,0.9617114811880423,45.580505028418486,52.87249124487925,38.288518811957715
180,0.9884697222503677,exposed,Not Hospitalized,7.321394827185717e-4,0.9870347552325796,0.9899046892681559,11.530277749632333,12.965244767420447,10.095310731844108
365,0.9655946756016671,exposed,Not Hospitalized,0.0019414526447608517,0.9617894983402457,0.9693998528630884,34.40532439833288,38.21050165975426,30.600147136911616
180,0.9919210101364576,historical,Hospitalized,0.0014623137065499154,0.9890549279375205,0.9947870923353948,8.078989863542386,10.945072062479522,5.212907664605249
365,0.9757351316855086,historical,Hospitalized,0.004262394114586453,0.9673809927330037,0.9840892706380135,24.264868314491373,32.61900726699629,15.910729361986453
180,0.9917745635688999,historical,Not Hospitalized,5.525038880044495e-4,0.9906916758470928,0.9928574512907069,8.225436431100075,9.308324152907165,7.142548709293095
365,0.9753021635627763,historical,Not Hospitalized,0.0014846357297434538,0.9723923310023178,0.9782119961232348,24.697836437223675,27.60766899768219,21.78800387676516
180,0.9896126186755493,unexposed,Hospitalized,5.081380522597124e-4,0.9886166863939458,0.9906085509571526,10.387381324450718,11.383313606054157,9.391449042847388
365,0.9689381427099213,unexposed,Hospitalized,0.0013326460498863048,0.9663262044480045,0.971550080971838,31.06185729007871,33.673795551995454,28.449919028161965
180,0.9910525370794836,unexposed,Not Hospitalized,3.619037293126115e-4,0.9903432188041601,0.991761855354807,8.947462920516402,9.656781195839903,8.238144645193014
365,0.9731709973795927,unexposed,Not Hospitalized,8.30468974295705e-4,0.9715433080996951,0.9747986866594901,26.829002620407326,28.456691900304865,25.201313340509902
