term,estimate,std.error,robust.se,statistic,p.value,model
bmi,0.058348471017293256,0.001987957564041004,0.0016565142271415965,35.22364617294996,8.690296724789999e-272,Age
ldl,-0.00515572048315279,6.833798840156914e-4,7.301821622403841e-4,-7.0608688485811975,1.654647112887199e-12,Age
percent_test_results_reported_positive_last_7_days,0.0010320929599714147,0.004000432848982248,0.003796049887180411,0.2718860369714534,0.7857096478398573,Age
Cases_per_100k_7_day_count_sum,8.715599136739828e-5,1.8241861259321182e-5,1.6211931839442175e-5,5.376039834768832,7.614195303420332e-8,Age
COHORThistorical:age_category40 to 64,-0.19662685312010109,0.15636541606997945,0.14706217541198538,-1.337032126508828,0.18121215038397015,Age
COHORTunexposed:age_category40 to 64,0.0681278187513027,0.14473523710663372,0.12029156360616426,0.5663557502199724,0.5711519689421777,Age
COHORThistorical:age_category65 plus,-0.10588700858456099,0.18146543543966712,0.15705116546161696,-0.6742198204854429,0.500171570292525,Age
COHORTunexposed:age_category65 plus,0.10708326025143525,0.15915254532067355,0.1275629101823352,0.8394545099227757,0.40121430612239045,Age
COHORThistorical,-0.21963037366965021,0.14668598287032536,0.10506933715806208,-2.0903374819929352,0.03658749453907509,Race-Ethnicity
COHORTunexposed,-0.11446272527433674,0.11242155236170855,0.07732044003929181,-1.4803682598827734,0.1387749957071314,Race-Ethnicity
raceeth_categoryNH Black,0.32670571772894075,0.10279142636724033,0.08272359222907813,3.9493656999834754,7.835855993589227e-5,Race-Ethnicity
raceeth_categoryNH White,-0.25058561922629297,0.09803659085571416,0.08430484672674361,-2.9723750051822457,0.0029550550659071754,Race-Ethnicity
age,0.025402997697304763,0.0011255056432063625,8.55544630006221e-4,29.692194663322297,9.684139574271507e-194,Race-Ethnicity
smoking,0.6775126205341546,0.0607284315836074,0.048971538568275796,13.834824070098819,1.5712039502179342e-43,Race-Ethnicity
siteSource2,0.48703830270007126,0.0775088290034676,0.060351116908331975,8.070079356440734,7.025249197806179e-16,Race-Ethnicity
siteSource3,-0.9238680992386239,0.1211124316318867,0.10568637583127362,-8.741600721682069,2.2983049656968082e-18,Race-Ethnicity
siteSource4,-1.3258589969961199,0.1138409656098475,0.10377977309099122,-12.775697590258206,2.241291483006707e-37,Race-Ethnicity
siteSource5,0.3649756362269006,0.06520349439066683,0.05922917664278148,6.162092011309122,7.179011419574596e-10,Race-Ethnicity
siteSource6,-13.293704221413275,355.75358512551105,0.07493707746872445,-177.39822088687006,0,Race-Ethnicity
siteSource7,0.1455390778152556,0.09093552256144344,0.07873562643162764,1.8484526562018107,0.06453688728408202,Race-Ethnicity
hospitalization,0.20446250620021317,0.04260731628180138,0.03827173058768731,5.342389880482497,9.172909630783687e-8,Race-Ethnicity
bmi,0.0668453153402881,0.002056735402965969,0.0016888241028146112,39.58098136382767,0,Race-Ethnicity
ldl,-0.005773263415706707,7.279711565129015e-4,7.763147990434308e-4,-7.4367555826843414,1.0318821828885226e-13,Race-Ethnicity
percent_test_results_reported_positive_last_7_days,0.00263288431141615,0.00415290607993734,0.0038940537108410195,0.6761294288484563,0.4989584735842953,Race-Ethnicity
Cases_per_100k_7_day_count_sum,9.305202063880279e-5,1.9451111271240527e-5,1.7079414980723355e-5,5.44819718613464,5.088292964051864e-8,Race-Ethnicity
COHORThistorical:raceeth_categoryNH Black,-0.08600806702069273,0.16905339806692893,0.119394289835028,-0.7203700205389522,0.47129720333002495,Race-Ethnicity
COHORTunexposed:raceeth_categoryNH Black,-0.09660284013722466,0.13582456100571688,0.09382639157691174,-1.029591339000147,0.3032018826739147,Race-Ethnicity
COHORThistorical:raceeth_categoryNH White,-0.10231308301521279,0.15325693690578945,0.11782817717178405,-0.8683244150170337,0.3852167600595445,Race-Ethnicity
COHORTunexposed:raceeth_categoryNH White,-0.16900907070186885,0.12342309316142856,0.09400569957535516,-1.7978598262160779,0.07219922383580671,Race-Ethnicity
COHORThistorical,-0.24592434084991582,0.04539368609739341,0.062331203342627074,-3.945445100716242,7.965188062001125e-5,Hospitalization
COHORTunexposed,-0.2048763309386251,0.032872735230827864,0.04270904467776715,-4.797024435558884,1.6103996263302808e-6,Hospitalization
hospitalization,0.32542858519807166,0.06609880175884657,0.06770605804412223,4.806491392335949,1.5360209315708612e-6,Hospitalization
age,0.02900692188573807,7.940328718078843e-4,8.439133384882822e-4,34.37192015201314,6.627420471018532e-259,Hospitalization
nhblack,0.6663027174408771,0.02900405662679466,0.03643978175821705,18.285035894613394,1.0889182554612492e-74,Hospitalization
hispanic,0.37528316503094294,0.038285321077763584,0.04436863781903958,8.458298101500436,2.7130784761217992e-17,Hospitalization
nhother,0.5215298804126107,0.057821100526321584,0.07445650195139912,7.004490766340798,2.478857698602837e-12,Hospitalization
smoking,0.662958064737226,0.04426953685921087,0.04823822071341676,13.743418702689294,5.5778463607924676e-43,Hospitalization
siteSource2,0.46487055386847986,0.05353421011546225,0.059035073804084924,7.874480777498634,3.421608049191865e-15,Hospitalization
siteSource3,-1.2912449500069971,0.10746450351753521,0.10369587853056438,-12.452230197619691,1.359912465235224e-35,Hospitalization
siteSource4,-1.635327905345125,0.1012634301029404,0.10805765206121837,-15.133846369516299,9.686443047362914e-52,Hospitalization
siteSource5,0.2912884866496963,0.04719072129974476,0.058437073809273064,4.984652167909772,6.207337804066102e-7,Hospitalization
siteSource6,-13.146020492880796,209.5256676482677,0.07535309132034172,-174.45894073534845,0,Hospitalization
siteSource7,0.10706114893640425,0.06691721226998565,0.07874151958629758,1.3596530711992354,0.17393973526925477,Hospitalization
bmi,0.06513046651752573,0.0014645319169563067,0.001638135427262484,39.75890236765489,0,Hospitalization
ldl,-0.004936013892133796,5.214129304307437e-4,7.704135317732849e-4,-6.406966763385397,1.484431625543256e-10,Hospitalization
percent_test_results_reported_positive_last_7_days,-4.6990209302255834e-5,0.0030750757738044155,0.003882023424188488,-0.012104566141838476,0.99034218940536,Hospitalization
Cases_per_100k_7_day_count_sum,9.653269652665935e-5,1.3722019550267463e-5,1.6587577706113906e-5,5.8195776524428275,5.899651062327679e-9,Hospitalization
COHORThistorical:hospitalization,-0.1329004135717799,0.27667715011706434,0.15312440224943322,-0.8679244563207549,0.3854356895924063,Hospitalization
COHORTunexposed:hospitalization,-0.16306808796485667,0.08382062859832781,0.07733128402797114,-2.108694948164498,0.03497092118104284,Hospitalization
