time,surv,COHORT,modifier,se,ci_lower,ci_upper,cuminc_surv,cuminc_ci_lower,cuminc_ci_upper
365,0.96694200080553006,unexposed,65 plus,0.0015424510625905263,0.963918852274937,0.969965149336123,33.05799919446994,36.08114772506299,30.03485066387701
180,0.9704123584520493,exposed,Hospitalized,0.001826379076694855,0.96683272123961,0.9739919956644888,29.587641547950682,33.16727876039005,26.008004335511202
365,0.9449109237078027,exposed,Hospitalized,0.0033255619387020387,0.9383929420795896,0.9514289053360159,55.089076292197284,61.60705792041043,48.57109466398413
180,0.9783912715553942,exposed,Not Hospitalized,8.767577631356609e-4,0.9766728579164824,0.980109685194306,21.608728444605816,23.327142083517604,19.890314805694032
365,0.9594800868554094,exposed,Not Hospitalized,0.0015567165579898398,0.9564289784676122,0.9625311952432067,40.51991314459058,43.57102153238779,37.46880475679326
180,0.9795728899115335,historical,Hospitalized,0.003036203065913285,0.9736220412525933,0.9855237385704736,20.427110088466538,26.377958747406673,14.476261429526405
365,0.9616551050112689,historical,Hospitalized,0.005566125047585284,0.9507457003845555,0.9725645096379825,38.344894988731056,49.254299615444474,27.435490362017532
180,0.982989215704959,historical,Not Hospitalized,9.448080125383711e-4,0.9811374260280789,0.984841005381839,17.01078429504099,18.862573971921147,15.158994618160948
365,0.967969348731071,historical,Not Hospitalized,0.0016901363137609207,0.9646567424271363,0.9712819550350056,32.03065126892901,35.34325757286372,28.718044964994416
180,0.9792310606252017,unexposed,Hospitalized,7.252533628178255e-4,0.9778095901544122,0.9806525310959912,20.76893937479829,22.190409845587844,19.347468904008846
365,0.9610254276659782,unexposed,Hospitalized,0.0013323205990913491,0.9584141272758984,0.963636728056058,38.974572334021794,41.585872724101634,36.36327194394195
180,0.9822671577221286,unexposed,Not Hospitalized,4.2317952690763914e-4,0.9814377410903949,0.9830965743538622,17.73284227787142,18.562258909605056,16.903425646137784
365,0.9666315898437267,unexposed,Not Hospitalized,7.425541086251391e-4,0.9651762105342492,0.9680869691532041,33.36841015627334,34.82378946575082,31.913030846795863
