term,estimate,std.error,robust.se,statistic,p.value,model
siteSource5,0.42885851096495364,0.06804664494377434,0.07877601943131354,5.444023626236717,5.2090306464242205e-8,Age
siteSource6,-12.94922217410581,346.2684802351894,0.09115839318054589,-142.05189146389324,0,Age
siteSource7,0.16849079249439888,0.08774436726236662,0.07751345170048413,2.173697452481613,0.029727864115078054,Age
hospitalization,0.058171364423675716,0.04232273110889974,0.04135283038937099,1.4067081715071101,0.15951394166926242,Age
hba1c,0.4403494732117561,0.006872111416320314,0.009951789513032189,44.2482703874619,0,Age
serum_creatinine,0.014758520815931288,0.013549573298735964,0.012625033878293009,1.1689886108984242,0.2424082200488469,Age
hdl,-0.017886949111300163,0.0017135995025769873,0.0017362365579088684,-10.302138282840497,6.8912198384682035e-25,Age
ldl,-0.0017490108022181427,6.032180838411267e-4,6.480747039031087e-4,-2.6987796185910553,0.006959424580629776,Age
COHORThistorical:age_category40 to 64,-0.19208657659448788,0.1563652193103333,0.14594979992740298,-1.3161140110506067,0.1881357789944698,Age
COHORTunexposed:age_category40 to 64,0.09596368736443878,0.14484785114409612,0.13601752508565457,0.7055244337375451,0.480483931880067,Age
COHORThistorical:age_category65 plus,-0.10619986391990767,0.1815283843521829,0.1616437284439362,-0.6569995937500387,0.5111811776801451,Age
COHORTunexposed:age_category65 plus,0.2475667082217261,0.15947094037876466,0.14680866043242288,1.6863222339371655,0.09173375083104597,Age
COHORThistorical,-0.36313140734589805,0.13897208554133364,0.09709688052058946,-3.739887475261327,1.8410265181811997e-4,Race-Ethnicity
COHORTunexposed,-0.1064945952868289,0.11161756422043653,0.07803809054410067,-1.364648911119205,0.17236342408209934,Race-Ethnicity
raceeth_categoryNH Black,0.38064784267042656,0.1030026049612257,0.09050177169458518,4.205971170984282,2.5996337291286955e-5,Race-Ethnicity
raceeth_categoryNH White,-0.050439575793803676,0.0976384552477485,0.087074957620432,-0.5792661538082461,0.5624095995203847,Race-Ethnicity
age,0.014072410131755964,0.0011345848381961899,0.001246841774058325,11.286444218139968,1.531060364459512e-29,Race-Ethnicity
antihypertensives,0.874263555405893,0.0385372449122752,0.03698401582610692,23.63895688117115,1.5331986784542685e-123,Race-Ethnicity
smoking,0.41189880906402476,0.061970233337525577,0.05443950675217028,7.566174523570679,3.8437557037369164e-14,Race-Ethnicity
siteSource2,0.16499160249783326,0.07674442494982399,0.06404807696155898,2.5760586472699187,0.00999336945620724,Race-Ethnicity
siteSource3,-0.8951467560929547,0.12114354093574273,0.10818242474778308,-8.274419418680097,1.2908303269949207e-16,Race-Ethnicity
siteSource4,-1.1678923367107987,0.11458186943852865,0.10914207290321794,-10.700661125855936,1.0105461244649762e-26,Race-Ethnicity
siteSource5,0.42705510372608857,0.06634805989224837,0.08482991090075524,5.034251470872245,4.797195965000716e-7,Race-Ethnicity
siteSource6,-12.325736324734903,242.49026652645344,0.08040871378597024,-153.2885646889368,0,Race-Ethnicity
siteSource7,0.16159728257898437,0.0909486348896817,0.08198382378886462,1.9710874061589352,0.048713878988906334,Race-Ethnicity
hospitalization,0.015718635685458393,0.043452145269341554,0.047453622463584505,0.3312420605512411,0.7404616520372688,Race-Ethnicity
hba1c,0.44528380171671494,0.006930374724735798,0.015814159981996444,28.157284498427117,1.9515349614318166e-174,Race-Ethnicity
serum_creatinine,0.03069267227744521,0.015269552168251207,0.012512850030725015,2.4528922029817397,0.01417127990391219,Race-Ethnicity
hdl,-0.023195485983516496,0.0018178496365204577,0.001918059735783855,-12.093203121245427,1.1472497937341107e-33,Race-Ethnicity
ldl,-0.001305035472429012,6.523301845198762e-4,6.594598023700215e-4,-1.9789462037547505,0.047822063448431186,Race-Ethnicity
COHORThistorical:raceeth_categoryNH Black,-0.08196508858496962,0.16885414782799557,0.13075090828170918,-0.6268796879664641,0.5307381027592135,Race-Ethnicity
COHORTunexposed:raceeth_categoryNH Black,-0.2109667075824665,0.13571316208896475,0.10486943967634907,-2.0117081604856257,0.044250709885047,Race-Ethnicity
COHORThistorical:raceeth_categoryNH White,-0.10783677148958862,0.152992461545915,0.12168046574649724,-0.8862291151502505,0.37549407749585667,Race-Ethnicity
COHORTunexposed:raceeth_categoryNH White,-0.1845485663699872,0.12324746711446964,0.09894917517972728,-1.865084433849809,0.062169570101549554,Race-Ethnicity
COHORThistorical,-0.3736074026996599,0.03585099725778226,0.053089140417289,-7.037360178805814,1.95915964759968e-12,Hospitalization
COHORTunexposed,-0.23728074142979752,0.032810456569754363,0.04417847588864091,-5.3709580662742304,7.831942170668642e-8,Hospitalization
hospitalization,0.13513142186450172,0.06825789965235583,0.09282816012903092,1.4557158267132448,0.14547119289342772,Hospitalization
age,0.016143181243573987,8.270931158829225e-4,0.0010169694459768773,15.873811457597155,9.62162531198403e-57,Hospitalization
antihypertensives,0.9020935038248629,0.02759059388514951,0.03530970344635777,25.548033990014005,5.77394194508694e-144,Hospitalization
nhblack,0.4222635928015785,0.02956388029436728,0.039736350932969976,10.626632362742162,2.2405751911668645e-26,Hospitalization
hispanic,0.12698984339358474,0.03826973985062518,0.045662091141066646,2.781078137689038,0.005417869513215149,Hospitalization
smoking,0.4221507859782349,0.04601033902582856,0.053458308473181004,7.896822739724729,2.861028024989707e-15,Hospitalization
siteSource2,0.17973631624507985,0.054207791430133684,0.06265341623921135,2.8687392808533354,0.004121113469240833,Hospitalization
siteSource3,-1.2299125395641135,0.11198528071172394,0.10524225907058143,-11.686489347774874,1.494368732475398e-31,Hospitalization
siteSource4,-1.465652455400217,0.10456671117635226,0.1108120459597087,-13.226472291046127,6.171677318477299e-40,Hospitalization
siteSource5,0.42618215498953593,0.04902504631468028,0.07508835430851375,5.6757423826135724,1.3808846304921072e-8,Hospitalization
siteSource6,-13.22280265683337,242.69837567131955,0.08177275497177645,-161.70181206927867,0,Hospitalization
siteSource7,0.11473744609174506,0.06845388595277543,0.08254023798333665,1.3900789347724978,0.16450490921089078,Hospitalization
hba1c,0.44833114431806403,0.005223223907663036,0.011430995527185002,39.220656088251495,0,Hospitalization
serum_creatinine,0.022245541287386705,0.011284255618145736,0.012715574868681178,1.7494719284912637,0.08020947702790447,Hospitalization
hdl,-0.021749417755356677,0.0013047112194845161,0.0018022529287409314,-12.067905346976463,1.56056051025936e-33,Hospitalization
ldl,-0.0012803962458227487,4.7496475461841596e-4,6.762729066886272e-4,-1.8933129409134748,0.05831626521592294,Hospitalization
COHORThistorical:hospitalization,-0.13379203745950558,0.2842336655982508,0.17299720076453454,-0.7733768920435258,0.4392993615778465,Hospitalization
COHORTunexposed:hospitalization,-0.14839427938070138,0.08600786342007796,0.10850704201940285,-1.3676004489567233,0.17143717586156462,Hospitalization
