term,estimate,std.error,robust.se,statistic,p.value,model
COHORThistorical,-0.2869861425824885,0.1462559487660283,0.13572389053398834,-2.114485087727578,0.03447385710100481,Age
COHORTunexposed,-0.3393474497988314,0.13722145146939918,0.11220661885954883,-3.024308665994108,0.0024920204466886055,Age
age_category40 to 64,0.830833327335361,0.11315223109845898,0.10874118260054536,7.6404661735874315,2.164366550423171e-14,Age
age_category65 plus,0.5209147821145739,0.1553954394681946,0.13927894412254452,3.740082791381928,1.8395965263390068e-4,Age
age,0.023322679797840872,0.0023510331102720963,0.0019065324535557434,12.233035820787281,2.070530185348187e-34,Age
nhblack,0.622398644995688,0.039253360801373,0.03493969841279111,17.81350936812418,5.551722232330452e-71,Age
hispanic,0.3046861329825588,0.05256864951622498,0.042955077378465524,7.093134306290547,1.3110810356075284e-12,Age
nhother,0.41045623615198507,0.08188390394430489,0.07263949412420163,5.650593263358527,1.5989502547123733e-8,Age
smoking,0.6904020783284829,0.05975014748569155,0.04608786258775849,14.980127946134397,9.902622023891022e-51,Age
siteSource2,0.5795173234681862,0.07264333195924032,0.05534208120484833,10.471549151234607,1.1671707572121589e-25,Age
siteSource3,-0.9389465224630363,0.11418182214416814,0.09688891720598188,-9.690958982097762,3.2942085456793473e-22,Age
siteSource4,-1.2954123345902224,0.10898511895946017,0.0970898786054725,-13.342403484241315,1.311615039890418e-40,Age
siteSource5,0.30062352272362325,0.06700036333434879,0.057217584017597425,5.2540408317688785,1.487978697538195e-7,Age
siteSource6,-12.855898580826857,303.07573557294523,0.0858225872048939,-149.79621332242672,0,Age
siteSource7,0.1746972634724493,0.08766148819644563,0.07399227460481723,2.3610203146947955,0.018224732244820737,Age
hospitalization,0.21980570581632564,0.04159564508954315,0.035966264177968554,6.1114411196192435,9.873543137448312e-10,Age
bmi,0.058426276856976656,0.001986660853535078,0.001655034431456821,35.3021518745974,5.442458099661565e-273,Age
ldl,-0.00510881014338024,6.832063295881576e-4,7.299547016622231e-4,-6.998804352854589,2.5815605540423465e-12,Age
COHORThistorical:age_category40 to 64,-0.21261253857796633,0.15633925282124642,0.1470531512705004,-1.4458210296144636,0.1482274061008756,Age
COHORTunexposed:age_category40 to 64,0.05750930344304816,0.14472107286338867,0.12027872065039749,0.4781336476815785,0.6325550847964857,Age
COHORThistorical:age_category65 plus,-0.11443993791376894,0.18144576072939106,0.15709826694436613,-0.7284608553593785,0.46633152254371824,Age
COHORTunexposed:age_category65 plus,0.10118012637299811,0.15914898577628675,0.12759230617181017,0.792995513669558,0.42778043662276044,Age
COHORThistorical,-0.43880151360990394,0.13656027245584831,0.09477047676485827,-4.63014990099338,3.6540110812547104e-6,Race-Ethnicity
COHORTunexposed,-0.14963966889103,0.10944798690450407,0.07615851147270145,-1.964844979207182,0.049432182476559935,Race-Ethnicity
raceeth_categoryNH Black,0.3241938052007736,0.10053556216465936,0.08253836141723626,3.927795507860338,8.572805379154857e-5,Race-Ethnicity
raceeth_categoryNH White,-0.2682868997228896,0.09575210008050171,0.0837367330621822,-3.203933207230117,0.0013556392270397642,Race-Ethnicity
age,0.02544107360162372,0.0010987936551517478,8.560909046426935e-4,29.717724442174813,4.532487454078265e-194,Race-Ethnicity
smoking,0.6928538699993665,0.0588739124467549,0.048653587496565946,14.240550505104466,5.132117016599025e-46,Race-Ethnicity
siteSource2,0.5726767079903368,0.07446914546681664,0.058922691223157665,9.71912002154553,2.4993203226864643e-22,Race-Ethnicity
siteSource3,-0.9494599696574957,0.11628233360984788,0.10586474149391062,-8.968613688175955,3.002697088318315e-19,Race-Ethnicity
siteSource4,-1.334415000089251,0.11079511578686922,0.10398525696840093,-12.832732629537603,1.075044109817546e-37,Race-Ethnicity
siteSource5,0.36674790423352155,0.06340633955238342,0.05931226054087404,6.183340525029955,6.275913180851421e-10,Race-Ethnicity
siteSource6,-13.327263373531819,347.84365932751143,0.0739658013905108,-180.18142334683873,0,Race-Ethnicity
siteSource7,0.1445720287979762,0.08847635820306285,0.07855423808862931,1.8404102988671587,0.06570802258834231,Race-Ethnicity
hospitalization,0.19809539947325155,0.041573623234174545,0.03829015038095539,5.173534120455675,2.297071518942508e-7,Race-Ethnicity
bmi,0.06683759605040165,0.0020102298818298046,0.001689110157480326,39.569708200739505,0,Race-Ethnicity
ldl,-0.005740072123480312,7.150213990990899e-4,7.792397674713481e-4,-7.3662463892300885,1.754993306842489e-13,Race-Ethnicity
COHORThistorical:raceeth_categoryNH Black,-0.047692262763741805,0.16579494198436162,0.11933750952253609,-0.39964184735006086,0.6894203295235936,Race-Ethnicity
COHORTunexposed:raceeth_categoryNH Black,-0.11984613650683024,0.13291808930552648,0.09372043332038951,-1.2787620827267014,0.20098085005130176,Race-Ethnicity
COHORThistorical:raceeth_categoryNH White,-0.049640799926614534,0.15013568967608037,0.11737314338963678,-0.4229315028381311,0.6723452374607933,Race-Ethnicity
COHORTunexposed:raceeth_categoryNH White,-0.18529861936383762,0.12069076043158208,0.09372056699900096,-1.9771393334166756,0.04802588278146298,Race-Ethnicity
COHORThistorical,-0.4048981665035245,0.035150098089507996,0.05012068317434506,-8.078464634950887,6.558728831822307e-16,Hospitalization
COHORTunexposed,-0.24242679304493137,0.032185513073425986,0.04196581439464809,-5.776768461232296,7.614896045566171e-9,Hospitalization
hospitalization,0.32314928027054196,0.06610195197008614,0.06778336446678307,4.76738330728478,1.8663402745494688e-6,Hospitalization
age,0.0289825374582956,7.932916106771412e-4,8.433677938858274e-4,34.36524096415658,8.339171554487094e-259,Hospitalization
nhblack,0.67398210456889,0.02898746360912718,0.03639649051640475,18.51777726385764,1.4844017691663234e-76,Hospitalization
hispanic,0.38932048402248,0.038143472417560206,0.04402841268871401,8.842482847951413,9.361467412985704e-19,Hospitalization
nhother,0.522771986106891,0.057815423005560064,0.07449878511717317,7.0171880693713975,2.263778109271708e-12,Hospitalization
smoking,0.6818685190597711,0.04402177103981294,0.047708211047717344,14.292477208541147,2.4378106609055105e-46,Hospitalization
siteSource2,0.5372946491255786,0.052608687322251386,0.05736137033733688,9.366837751012548,7.473814848771069e-21,Hospitalization
siteSource3,-1.305612568432347,0.10738199516816237,0.10358959027533159,-12.603704339037822,2.014559795837509e-36,Hospitalization
siteSource4,-1.6470492902333627,0.10120987449703933,0.10797798961819827,-15.253565065039647,1.558843119499879e-52,Hospitalization
siteSource5,0.29160901476756884,0.04705051147330754,0.058279134130923525,5.0036607289406865,5.625172255833294e-7,Hospitalization
siteSource6,-13.168334720397667,209.26544361836233,0.07430729586682941,-177.21455971157172,0,Hospitalization
siteSource7,0.1040287827953985,0.06673831616970174,0.07851778112249513,1.3249073179118982,0.18520189340520649,Hospitalization
bmi,0.06510308797701318,0.0014630022912875513,0.0016349489515537804,39.81964569299989,0,Hospitalization
ldl,-0.004885856611404264,5.213287561124706e-4,7.702892601989495e-4,-6.342885541650094,2.2550097118064797e-10,Hospitalization
COHORThistorical:hospitalization,-0.1144485090459222,0.27666085112125194,0.15309579810829638,-0.7475613992028965,0.45472475517658983,Hospitalization
COHORTunexposed:hospitalization,-0.17785962399032848,0.08380798930061323,0.07738754488463286,-2.298297797862389,0.02154484570958408,Hospitalization
